gesture@evb1991m	@evb1991m	175.78	176.39	кивок головой 
gesture@evb1991m	@evb1991m	178.47	179.27	поднимает правую руку и опускает её ребром
gesture@evb1991m	@evb1991m	180.95	182.2	поднимает правую руку, отмахивается, опускает её обратно на левое колено
gesture@evb1991m	@evb1991m	186.32	187.52	поднимает правую руку и опускает её ребром
gesture@evb1991m	@evb1991m	187.675	189.105	поднимает правую руку и опускает её ребром
gesture@evb1991m	@evb1991m	193.34	194.76	лёгкое покачивание головы из стороны в сторону
gesture@evb1991m	@evb1991m	195.475	196.355	поднимает правую руку и опускает 
gesture@evb1991m	@evb1991m	196.92	198.55	разводит руки в стороны, перемещает их по воздуху вправо и влево
gesture@evb1991m	@evb1991m	199.49	200.35	заводит со стороны левую руку вниз к себе
gesture@evb1991m	@evb1991m	202.385	203.715	поднимает обе руки в воздух ладонями вверх
gesture@evb1991m	@evb1991m	203.715	204.755	скрещивает и опускает руки
gesture@evb1991m	@evb1991m	217.08	217.93	поднимает руки, указывает ладонями на себя
gesture@evb1991m	@evb1991m	220.18	223.58	слегка поднимает и опускает руки  ребром ладони вниз
gesture@evb1991m	@evb1991m	224.395	225.545	поднимает правую руку, сжатую в кулак, "стучит" её в воздухе, опускает  
gesture@evb1991m	@evb1991m	226.225	227.565	отводит левую руку ладонью вверх по направлению к собеседнику
gesture@evb1991m	@evb1991m	232.0	236.32	поднимает руки в воздух ладонями вверх 
gesture@evb1991m	@evb1991m	241.23	242.31	поднимает правую руку и отмахивается
gesture@evb1991m	@evb1991m	245.01	251.02	поднимает руки, ладонями направленные друг к другу, "разрезает воздух" справо налево
gesture@evb1991m	@evb1991m	265.73	266.66	поднимает правую руку ладонью к себе, прпокручивает её
gesture@evb1991m	@evb1991m	267.34	268.5	опускает правую руку ребром ладони вниз
gesture@evb1991m	@evb1991m	269.7	270.8	поднимает и опускает левую руку ребром ладони вниз
gesture@evb1991m	@evb1991m	272.2	274.49	поднимает и опускает левую руку ребром ладони вниз
gesture@evb1991m	@evb1991m	277.86	279.66	поднимает и опускает левую руку ребром ладони вниз
gesture@evb1991m	@evb1991m	280.17	281.08	поднимает и опускает правую руку ребром ладони вниз
gesture@evb1991m	@evb1991m	282.11	282.96	поднимает и опускает левую руку ребром ладони вниз
gesture@evb1991m	@evb1991m	287.045	293.215	поднимает руки, направленные ладонями друг к другу, сближает и отдаляет их, обводит в воздухе полуокружность, держит непродолжительное время их близко друг к другу, немного тресся 
gesture@evb1991m	@evb1991m	296.52	298.74	поднимает руки в воздух, ладонями направленные друг к другу, слегка поворачивает их по кругу, тресет, опускает их
gesture@evb1991m	@evb1991m	300.885	303.185	поднимает левую руку к лицу, касается носа, отводит в сторону, касается носа второй раз, отмахивается этой рукой от себя, опускает
gesture@evb1991m	@evb1991m	304.84	306.12	поднимает руки в воздух, ладонями направленные друг к другу, описывает круг
gesture@evb1991m	@evb1991m	306.635	307.735	поднимает указательный палец правой руки, качает им в воздухе, сжимает пальцы в кулак, опускает руку
gesture@evb1991m	@evb1991m	309.59	311.46	поднимает руки к голове, хаотично ими движет, ладонями направленные друг к другу
gesture@evb1991m	@evb1991m	311.81	313.32	слегка пожимает плечами, параллельно разводя руки, направленные ладонями вверх,в стороны
gestMeaning@yad1986m	@yad1986m	0.04	1.03	поддержка собственной коммуникации
gestMeaning@yad1986m	@yad1986m	1.03	1.47	поддержка собственной коммуникации(продолжение предыдущего жеста)
gestMeaning@yad1986m	@yad1986m	1.87	3.67	сосредоточение
gestMeaning@yad1986m	@yad1986m	3.67	4.33	адрессация к собеседнику
gestMeaning@yad1986m	@yad1986m	33.0	33.89	желание уточнить информацию у собеседника
gestMeaning@yad1986m	@yad1986m	33.9	39.33	обаращается к собеседнику
